equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,degradation_score,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,performance_score,vibration_level,dust_accumulation,humidity_level,failure_probability,failure_type,maintenance_urgency,days_to_failure,equipment_status
P4995,projector,LECTURE202,lecture_hall,2022-02-19,19,37,False,0.2,1.41,645.18,66,3,0.222,26.26,0.8,0.8,39.16,314.88,75.2,12.88,17.77,80.0,0.289,lamp_burnout,medium,64,operational
P4996,podium,LAB541,lab,2025-02-28,4,26,False,1.0,10.54,1011.41,219,1,0.253,31.04,0.8,0.8,44.16,155.06,70.97,13.5,20.25,80.0,0.601,power_supply_issue,high,35,at_risk
P4997,projector,LAB292,lab,2023-11-10,13,49,False,0.2,2.32,722.41,36,2,0.165,30.17,2.0,0.3,46.28,314.31,80.61,17.36,33.04,30.0,0.366,lamp_burnout,medium,57,operational
P4998,projector,CLASSROOM800,classroom,2021-04-11,48,12,False,1.0,2.56,2954.76,200,8,0.686,28.92,1.5,0.4,56.6,338.63,31.02,41.81,102.93,40.0,0.574,color_degradation,high,38,at_risk
P4999,projector,SEMINAR468,seminar_room,2023-07-12,16,44,False,0.2,0.65,248.59,144,2,0.261,27.71,1.5,0.4,39.93,340.83,72.82,14.13,39.11,40.0,0.304,connectivity_loss,medium,62,operational
P5000,projector,LAB706,lab,2024-01-31,1,9,False,1.0,8.87,212.81,245,1,0.223,26.82,1.5,0.4,48.9,291.71,74.34,14.17,33.41,40.0,0.389,connectivity_loss,medium,54,operational
P5001,podium,LAB333,lab,2023-08-14,17,1,False,1.0,5.35,2183.56,50,2,0.236,30.72,2.0,0.3,33.85,151.27,75.8,20.38,47.17,30.0,0.394,connectivity_issue,medium,54,operational
P5002,projector,LECTURE348,lecture_hall,2022-02-28,19,38,False,0.2,1.26,573.94,177,3,0.339,28.13,0.8,0.8,51.88,345.54,63.3,24.51,27.16,80.0,0.436,color_degradation,high,50,operational
P5003,podium,CLASSROOM850,classroom,2019-10-28,47,36,True,1.0,8.28,9338.05,50,7,0.744,30.25,0.8,0.8,45.1,194.06,25.09,46.38,59.49,80.0,0.897,microphone_failure,critical,9,at_risk
P5004,projector,CLASSROOM814,classroom,2021-01-04,51,11,False,1.0,3.61,4414.48,210,8,0.823,28.49,1.5,0.4,55.96,346.53,17.01,42.3,123.43,40.0,0.629,lamp_burnout,high,33,at_risk
A5005,air_conditioner,LECTURE259,lecture_hall,2020-06-11,50,29,False,1.0,10.92,13106.51,205,8,0.801,28.73,0.8,0.8,48.17,2631.05,19.48,41.65,64.06,80.0,0.62,compressor_failure,high,34,at_risk
P5006,projector,CLASSROOM208,classroom,2022-04-02,28,29,False,1.0,2.63,1769.91,212,4,0.487,31.03,0.8,0.8,45.55,339.52,51.2,25.65,39.0,80.0,0.495,connectivity_loss,high,45,operational
P5007,projector,SEMINAR953,seminar_room,2021-06-09,26,30,False,1.0,9.96,6217.11,179,4,0.829,29.39,0.8,0.8,58.56,365.19,16.72,45.28,66.31,80.0,0.632,color_degradation,high,33,at_risk
A5008,air_conditioner,LAB820,lab,2024-08-28,4,52,False,0.2,1.2,115.07,84,1,0.071,27.1,2.0,0.3,31.76,2070.04,90.61,11.4,14.1,30.0,0.228,compressor_failure,medium,69,operational
P5009,podium,CLASSROOM562,classroom,2020-05-12,51,29,False,1.0,10.6,12976.86,20,8,0.772,31.36,0.8,0.8,48.7,199.24,22.17,46.08,61.73,80.0,0.692,microphone_failure,high,27,at_risk
P5010,podium,CLASSROOM998,classroom,2019-09-16,53,4,False,1.0,10.06,12793.01,49,8,0.806,31.09,2.0,0.3,50.47,182.2,18.89,43.75,161.17,30.0,0.822,speaker_distortion,critical,15,at_risk
P5011,podium,LAB998,lab,2022-12-28,21,38,False,0.2,0.56,280.42,218,3,0.301,29.25,0.8,0.8,36.84,159.47,67.14,16.18,24.05,80.0,0.42,speaker_distortion,high,52,operational
A5012,air_conditioner,CLASSROOM683,classroom,2019-12-05,57,32,False,1.0,3.22,4410.41,43,9,0.456,28.95,0.8,0.8,42.71,2212.51,52.26,26.74,36.47,80.0,0.402,compressor_failure,high,53,operational
P5013,podium,CLASSROOM767,classroom,2018-12-01,59,40,False,0.2,0.95,1348.6,115,9,0.458,27.25,0.8,0.8,34.87,157.3,52.77,30.11,36.66,80.0,0.483,power_supply_issue,high,46,operational
A5014,air_conditioner,LECTURE889,lecture_hall,2025-04-23,3,30,False,1.0,11.22,807.59,43,1,0.066,28.45,0.8,0.8,41.98,2118.49,90.91,5.94,5.26,80.0,0.246,electrical_fault,medium,67,operational
P5015,projector,CLASSROOM396,classroom,2020-12-31,43,28,False,1.0,10.39,10717.61,265,7,0.915,31.64,0.8,0.8,61.29,414.05,8.42,49.88,73.2,80.0,0.666,lamp_burnout,high,30,at_risk
P5016,podium,CLASSROOM815,classroom,2018-12-07,57,32,False,1.0,2.31,3158.24,119,9,0.542,31.52,0.8,0.8,36.41,162.85,44.38,34.16,43.37,80.0,0.517,microphone_failure,high,43,at_risk
P5017,projector,CLASSROOM983,classroom,2020-11-03,39,3,False,1.0,7.32,6854.45,203,6,0.895,26.66,2.0,0.3,63.34,389.09,10.25,46.86,179.0,30.0,0.658,overheating,high,30,at_risk
A5018,air_conditioner,LECTURE985,lecture_hall,2022-02-18,19,37,False,0.2,1.74,795.46,150,3,0.205,26.84,0.8,0.8,27.47,1945.27,79.34,17.58,16.39,80.0,0.282,electrical_fault,medium,64,operational
A5019,air_conditioner,CLASSROOM941,classroom,2024-02-26,5,30,False,1.0,5.49,658.62,143,1,0.126,27.42,0.8,0.8,33.88,2027.39,85.62,7.59,10.11,80.0,0.251,filter_clog,medium,67,operational
P5020,projector,CLASSROOM424,classroom,2019-10-27,46,32,False,1.0,9.38,10350.9,159,7,0.907,29.04,0.8,0.8,57.64,382.34,8.93,52.75,72.53,80.0,0.663,lamp_burnout,high,30,at_risk
P5021,podium,SEMINAR490,seminar_room,2022-03-09,30,34,False,1.0,9.59,6903.08,67,5,0.551,31.99,0.8,0.8,43.35,171.33,44.64,27.97,44.08,80.0,0.72,power_supply_issue,critical,25,at_risk
P5022,projector,CLASSROOM635,classroom,2019-11-03,46,33,False,1.0,6.65,7340.81,256,7,0.93,26.43,0.8,0.8,64.83,375.25,6.78,55.05,74.4,80.0,0.672,color_degradation,high,29,at_risk
P5023,podium,SEMINAR499,seminar_room,2024-02-08,15,18,False,0.1,0.99,356.87,45,2,0.13,31.19,0.8,0.8,29.98,157.5,83.31,14.22,10.43,80.0,0.24,speaker_distortion,medium,68,operational
A5024,air_conditioner,LECTURE373,lecture_hall,2021-02-10,48,4,False,1.0,8.91,10258.62,170,8,0.676,26.24,2.0,0.3,47.7,2501.14,31.48,39.34,135.28,30.0,0.571,refrigerant_leak,high,38,at_risk
P5025,projector,LECTURE786,lecture_hall,2023-02-12,26,14,False,1.0,6.27,3915.25,68,4,0.532,31.1,1.5,0.4,57.66,354.67,44.67,35.73,79.77,40.0,0.513,lamp_burnout,high,43,at_risk
A5026,air_conditioner,SEMINAR962,seminar_room,2024-04-29,15,30,False,1.0,7.32,2635.15,171,2,0.258,31.93,0.8,0.8,46.2,1958.28,71.53,16.58,20.63,80.0,0.403,compressor_failure,high,53,operational
P5027,projector,LECTURE600,lecture_hall,2021-07-08,46,16,True,1.0,7.81,8625.95,59,7,0.796,27.28,1.5,0.4,54.77,353.0,20.27,45.65,119.33,40.0,0.718,overheating,critical,25,at_risk
P5028,projector,CLASSROOM928,classroom,2021-10-25,44,23,False,1.0,9.53,10061.66,212,7,0.92,29.7,0.8,0.8,60.06,350.78,7.83,50.0,73.6,80.0,0.668,lamp_burnout,high,29,at_risk
A5029,air_conditioner,CLASSROOM897,classroom,2023-06-29,22,16,True,1.0,4.07,2148.26,9,3,0.187,29.68,1.5,0.4,33.85,2225.68,80.09,10.24,27.99,40.0,0.2,thermostat_malfunction,low,72,operational
P5030,projector,LECTURE574,lecture_hall,2021-08-02,26,38,False,0.2,1.65,1031.38,191,4,0.416,30.92,0.8,0.8,49.5,331.58,55.67,24.91,33.28,80.0,0.466,overheating,high,48,operational
P5031,podium,CLASSROOM724,classroom,2022-04-16,34,5,False,1.0,7.98,6511.17,195,5,0.658,30.02,2.0,0.3,39.31,171.56,32.79,42.4,131.61,30.0,0.563,control_panel_malfunction,high,39,at_risk
P5032,podium,LAB322,lab,2021-12-02,35,42,False,0.2,1.2,1011.39,207,5,0.398,28.31,0.8,0.8,32.08,182.09,58.89,21.56,31.85,80.0,0.459,power_supply_issue,high,48,operational
P5033,projector,LECTURE988,lecture_hall,2023-12-28,12,51,False,0.2,1.53,439.31,64,2,0.168,26.29,2.0,0.3,46.41,322.64,82.58,11.12,33.54,30.0,0.367,overheating,medium,56,operational
A5034,air_conditioner,CLASSROOM606,classroom,2021-08-11,39,43,False,0.2,2.0,1870.43,228,6,0.384,29.42,1.5,0.4,40.91,2387.04,58.53,21.96,57.6,40.0,0.454,thermostat_malfunction,high,49,operational
P5035,projector,CLASSROOM876,classroom,2022-10-06,22,30,False,1.0,2.42,1280.33,85,3,0.311,31.51,0.8,0.8,47.98,352.73,68.01,22.76,24.89,80.0,0.424,overheating,high,51,operational
A5036,air_conditioner,LAB927,lab,2020-07-30,58,19,False,0.1,0.66,916.9,121,9,0.388,30.07,0.8,0.8,33.24,2349.84,59.26,25.47,31.02,80.0,0.355,filter_clog,medium,58,operational
A5037,air_conditioner,LECTURE288,lecture_hall,2020-10-27,38,50,False,0.2,1.49,1362.94,114,6,0.299,27.98,2.0,0.3,42.0,2390.07,68.21,15.28,59.75,30.0,0.42,thermostat_malfunction,high,52,operational
P5038,projector,CLASSROOM827,classroom,2022-06-04,18,47,False,0.2,2.32,1001.24,125,3,0.312,29.72,1.5,0.4,41.88,330.48,68.15,15.81,46.85,40.0,0.325,lamp_burnout,medium,60,operational
P5039,projector,SEMINAR315,seminar_room,2023-11-18,17,15,True,1.0,11.98,4887.2,50,2,0.548,26.63,1.5,0.4,59.92,321.75,43.74,30.47,82.17,40.0,0.619,lamp_burnout,high,34,at_risk
P5040,projector,SEMINAR670,seminar_room,2021-11-21,33,32,False,1.0,2.83,2242.82,30,5,0.385,28.95,0.8,0.8,46.71,320.58,60.98,26.03,30.82,80.0,0.421,fan_failure,high,52,operational
P5041,podium,LECTURE621,lecture_hall,2024-12-18,7,29,False,1.0,11.75,1973.28,33,1,0.161,30.24,0.8,0.8,41.93,172.15,80.82,10.08,12.89,80.0,0.502,power_supply_issue,high,44,at_risk
P5042,projector,LECTURE850,lecture_hall,2020-02-20,44,40,False,0.2,0.85,896.95,52,7,0.353,28.89,0.8,0.8,45.15,353.16,61.57,25.6,28.2,80.0,0.441,color_degradation,high,50,operational
P5043,projector,SEMINAR374,seminar_room,2020-11-20,34,36,True,1.0,6.25,5102.86,71,5,0.674,31.9,0.8,0.8,53.68,359.29,32.39,39.32,53.93,80.0,0.67,color_degradation,high,29,at_risk
A5044,air_conditioner,SEMINAR369,seminar_room,2024-09-24,8,21,False,1.0,10.71,2057.02,152,1,0.193,29.3,0.8,0.8,43.74,2291.9,77.14,16.74,15.44,80.0,0.377,thermostat_malfunction,medium,56,operational
A5045,air_conditioner,LAB662,lab,2024-01-14,10,45,False,0.2,1.9,455.29,134,1,0.14,30.72,1.5,0.4,30.75,1941.42,83.38,12.56,20.94,40.0,0.256,thermostat_malfunction,medium,66,operational
P5046,podium,SEMINAR945,seminar_room,2022-06-23,25,28,False,1.0,6.42,3850.29,299,4,0.518,30.29,0.8,0.8,33.23,164.77,46.07,30.15,41.4,80.0,0.507,connectivity_issue,high,44,at_risk
P5047,projector,CLASSROOM473,classroom,2022-07-17,29,49,False,0.2,1.15,802.32,297,4,0.412,28.61,2.0,0.3,48.27,368.9,57.69,23.97,82.37,30.0,0.465,overheating,high,48,operational
A5048,air_conditioner,CLASSROOM360,classroom,2023-08-21,15,46,False,0.2,1.06,382.44,163,2,0.178,31.88,1.5,0.4,40.0,2116.09,81.2,18.01,26.75,40.0,0.371,filter_clog,medium,56,operational
P5049,projector,CLASSROOM839,classroom,2022-06-30,25,29,False,1.0,3.21,1925.52,28,4,0.317,27.72,0.8,0.8,43.47,343.73,65.1,25.46,25.33,80.0,0.282,color_degradation,medium,64,operational
A5050,air_conditioner,SEMINAR734,seminar_room,2023-01-25,18,29,False,1.0,3.06,1323.84,102,3,0.191,31.03,0.8,0.8,40.84,2202.99,78.01,12.58,15.26,80.0,0.376,filter_clog,medium,56,operational
P5051,projector,SEMINAR239,seminar_room,2020-08-26,58,22,False,1.0,4.67,6495.89,56,9,0.852,31.87,0.8,0.8,51.76,382.6,14.59,43.03,68.18,80.0,0.641,color_degradation,high,32,at_risk
P5052,projector,CLASSROOM336,classroom,2022-06-09,21,9,False,1.0,8.21,4138.62,225,3,0.65,31.56,1.5,0.4,54.45,386.21,34.75,35.45,97.48,40.0,0.56,lamp_burnout,high,39,at_risk
P5053,podium,CLASSROOM791,classroom,2021-01-06,43,29,False,1.0,3.36,3464.83,253,7,0.588,26.46,0.8,0.8,37.78,175.17,40.33,35.18,47.06,80.0,0.535,connectivity_issue,high,41,at_risk
P5054,podium,SEMINAR766,seminar_room,2022-08-28,17,3,False,1.0,3.35,1367.86,191,2,0.313,28.64,2.0,0.3,29.45,169.02,67.46,23.37,62.51,30.0,0.325,power_supply_issue,medium,60,operational
P5055,projector,CLASSROOM938,classroom,2021-12-04,44,29,False,1.0,7.71,8140.43,2,7,0.722,27.98,0.8,0.8,51.52,360.23,27.28,41.39,57.78,80.0,0.4,lamp_burnout,high,53,operational
A5056,air_conditioner,LECTURE598,lecture_hall,2020-08-22,41,1,False,1.0,5.11,5028.87,154,6,0.458,26.29,2.0,0.3,42.82,2406.38,53.44,30.44,91.64,30.0,0.483,compressor_failure,high,46,operational
P5057,podium,CLASSROOM750,classroom,2023-01-03,15,13,False,1.0,8.04,2894.41,112,2,0.313,29.64,1.5,0.4,30.34,148.64,65.52,16.73,46.96,40.0,0.425,speaker_distortion,high,51,operational
A5058,air_conditioner,LECTURE376,lecture_hall,2023-01-12,13,6,False,1.0,10.4,3246.11,117,2,0.238,30.54,2.0,0.3,40.64,2275.03,76.15,15.71,47.64,30.0,0.395,compressor_failure,medium,54,operational
P5059,projector,LAB306,lab,2021-03-12,35,4,False,1.0,7.93,6662.08,83,5,0.767,26.37,2.0,0.3,57.74,378.86,22.38,39.61,153.44,30.0,0.607,color_degradation,high,35,at_risk
A5060,air_conditioner,LECTURE708,lecture_hall,2023-09-11,21,23,False,1.0,4.43,2233.33,173,3,0.276,26.27,0.8,0.8,35.25,2299.51,72.06,17.87,22.04,80.0,0.41,filter_clog,high,53,operational
P5061,podium,CLASSROOM441,classroom,2023-01-02,21,39,False,0.2,1.95,982.67,11,3,0.163,27.18,0.8,0.8,32.96,168.18,81.25,9.78,13.06,80.0,0.211,microphone_failure,medium,70,operational
P5062,podium,LECTURE723,lecture_hall,2023-08-28,9,21,False,1.0,8.24,1780.71,13,1,0.145,29.78,0.8,0.8,32.87,156.05,81.66,9.92,11.59,80.0,0.212,control_panel_malfunction,medium,70,operational
P5063,podium,CLASSROOM943,classroom,2023-01-07,18,26,False,1.0,3.73,1610.08,271,3,0.371,27.49,0.8,0.8,35.85,173.24,60.77,27.3,29.64,80.0,0.448,speaker_distortion,high,49,operational
A5064,air_conditioner,CLASSROOM378,classroom,2022-01-05,24,52,False,0.2,1.74,999.38,164,4,0.244,30.47,2.0,0.3,34.28,2273.5,73.99,14.18,48.88,30.0,0.298,thermostat_malfunction,medium,63,operational
P5065,podium,LAB808,lab,2021-04-08,43,42,False,0.2,1.6,1655.36,143,7,0.417,26.32,0.8,0.8,40.03,161.04,55.56,23.22,33.35,80.0,0.667,power_supply_issue,high,29,at_risk
P5066,projector,LECTURE520,lecture_hall,2020-11-02,45,28,False,1.0,10.44,11278.77,124,7,0.863,30.17,0.8,0.8,64.89,406.11,13.45,51.06,69.02,80.0,0.645,lamp_burnout,high,31,at_risk
P5067,projector,LECTURE768,lecture_hall,2024-10-13,2,50,False,0.2,0.91,43.85,142,1,0.171,28.97,2.0,0.3,46.38,340.17,81.14,11.39,34.29,30.0,0.369,fan_failure,medium,56,operational
P5068,podium,SEMINAR721,seminar_room,2023-07-02,13,30,False,1.0,4.43,1382.12,95,2,0.213,28.07,0.8,0.8,33.14,175.05,76.23,14.69,17.06,80.0,0.385,power_supply_issue,medium,55,operational
P5069,podium,CLASSROOM829,classroom,2022-01-25,42,28,False,1.0,5.37,5416.6,21,7,0.498,30.55,0.8,0.8,34.31,172.74,49.68,27.94,39.87,80.0,0.387,connectivity_issue,medium,55,operational
P5070,podium,CLASSROOM911,classroom,2023-09-06,20,18,False,0.1,1.07,514.93,170,3,0.267,29.56,0.8,0.8,30.82,172.86,72.93,19.0,21.39,80.0,0.407,control_panel_malfunction,high,53,operational
A5071,air_conditioner,CLASSROOM626,classroom,2024-03-04,9,48,False,0.2,0.66,143.04,1,1,0.05,28.73,1.5,0.4,32.41,2190.5,91.96,10.8,7.55,40.0,0.023,no_failure,low,108,operational
P5072,projector,CLASSROOM313,classroom,2023-11-27,11,43,False,0.2,2.31,608.84,188,1,0.306,30.68,1.5,0.4,43.95,345.7,69.03,17.79,45.86,40.0,0.322,overheating,medium,60,operational
A5073,air_conditioner,LECTURE371,lecture_hall,2021-04-02,46,2,False,1.0,7.79,8605.5,103,7,0.574,28.79,2.0,0.3,49.15,2144.51,41.98,33.97,114.81,30.0,0.53,electrical_fault,high,42,at_risk
A5074,air_conditioner,CLASSROOM860,classroom,2022-04-09,37,17,False,0.1,0.81,719.32,85,6,0.256,28.43,0.8,0.8,35.28,2125.05,73.98,13.57,20.5,80.0,0.402,electrical_fault,high,53,operational
P5075,podium,CLASSROOM669,classroom,2021-09-14,43,13,False,1.0,11.02,11373.66,256,7,0.915,26.7,1.5,0.4,42.79,197.77,8.28,47.37,137.25,40.0,0.866,speaker_distortion,critical,12,at_risk
P5076,podium,CLASSROOM893,classroom,2022-01-19,26,10,False,1.0,3.67,2287.83,180,4,0.394,31.32,1.5,0.4,38.88,152.17,58.18,24.06,59.16,40.0,0.458,connectivity_issue,high,48,operational
P5077,projector,CLASSROOM948,classroom,2020-11-17,38,1,False,1.0,5.16,4702.99,50,6,0.637,27.42,2.0,0.3,51.78,326.05,35.15,32.85,127.49,30.0,0.555,overheating,high,40,at_risk
P5078,projector,LECTURE468,lecture_hall,2021-02-21,51,18,False,0.1,0.65,795.53,50,8,0.377,27.38,0.8,0.8,43.12,355.77,62.06,24.99,30.15,80.0,0.351,overheating,medium,58,operational
A5079,air_conditioner,CLASSROOM526,classroom,2021-12-09,28,13,False,1.0,2.31,1552.88,187,4,0.296,29.78,1.5,0.4,33.39,2138.36,70.08,24.32,44.35,40.0,0.318,filter_clog,medium,61,operational
P5080,projector,CLASSROOM326,classroom,2022-08-24,29,2,False,1.0,9.73,6773.09,67,4,0.719,31.03,2.0,0.3,64.25,398.21,27.18,39.31,143.89,30.0,0.588,connectivity_loss,high,37,at_risk
A5081,air_conditioner,LECTURE157,lecture_hall,2018-11-28,57,31,False,1.0,8.2,11213.4,123,9,0.727,31.51,0.8,0.8,49.66,2411.03,26.65,42.56,58.17,80.0,0.591,electrical_fault,high,36,at_risk
P5082,podium,SEMINAR881,seminar_room,2022-10-22,32,23,False,1.0,3.14,2411.99,102,5,0.366,31.55,0.8,0.8,33.73,154.24,62.58,23.99,29.25,80.0,0.446,microphone_failure,high,49,operational
P5083,projector,CLASSROOM658,classroom,2022-08-30,32,16,True,1.0,6.78,5209.14,145,5,0.755,30.4,1.5,0.4,56.64,357.09,23.42,44.24,113.28,40.0,0.702,connectivity_loss,critical,26,at_risk
P5084,projector,CLASSROOM251,classroom,2022-12-06,24,48,False,0.2,0.89,513.0,148,4,0.327,27.16,1.5,0.4,45.61,297.73,65.55,19.72,49.08,40.0,0.431,fan_failure,high,51,operational
P5085,projector,LAB776,lab,2023-12-28,1,4,False,1.0,11.33,271.85,273,1,0.228,28.69,2.0,0.3,58.37,341.55,75.26,13.45,45.53,30.0,0.391,connectivity_loss,medium,54,operational
A5086,air_conditioner,LAB862,lab,2024-04-07,9,1,False,1.0,2.43,524.96,49,1,0.09,29.51,2.0,0.3,33.06,2087.76,87.56,12.31,17.94,30.0,0.172,compressor_failure,low,74,operational
A5087,air_conditioner,CLASSROOM783,classroom,2023-11-27,18,21,False,1.0,6.1,2634.07,268,3,0.327,30.31,0.8,0.8,33.93,2248.85,65.84,17.83,26.14,80.0,0.331,filter_clog,medium,60,operational
A5088,air_conditioner,CLASSROOM958,classroom,2021-11-03,32,25,False,1.0,8.98,6894.36,273,5,0.541,29.5,0.8,0.8,48.17,2185.45,45.13,28.14,43.32,80.0,0.517,refrigerant_leak,high,43,at_risk
A5089,air_conditioner,LECTURE894,lecture_hall,2024-09-09,9,23,False,1.0,6.34,1369.64,153,1,0.176,31.93,0.8,0.8,38.97,2199.44,80.03,12.04,14.05,80.0,0.37,thermostat_malfunction,medium,56,operational
A5090,air_conditioner,CLASSROOM200,classroom,2023-06-21,24,24,False,1.0,3.01,1732.54,7,4,0.182,29.02,0.8,0.8,39.66,2126.91,78.71,13.87,14.53,80.0,0.192,filter_clog,low,72,operational
A5091,air_conditioner,CLASSROOM829,classroom,2019-11-19,58,34,False,1.0,3.69,5136.52,24,9,0.475,31.63,0.8,0.8,44.05,2262.16,51.54,28.77,37.96,80.0,0.356,electrical_fault,medium,57,operational
P5092,podium,CLASSROOM646,classroom,2019-10-31,47,36,True,1.0,2.08,2350.82,22,7,0.371,26.93,0.8,0.8,35.55,156.39,61.06,22.64,29.67,80.0,0.44,control_panel_malfunction,high,50,operational
P5093,projector,CLASSROOM398,classroom,2024-07-20,3,42,False,0.2,1.65,118.94,155,1,0.197,31.52,0.8,0.8,41.55,343.03,77.08,12.08,15.77,80.0,0.279,color_degradation,medium,64,operational
P5094,projector,CLASSROOM685,classroom,2020-10-25,44,23,False,1.0,6.03,6364.41,241,7,0.92,26.25,0.8,0.8,56.23,347.71,7.84,47.2,73.6,80.0,0.668,lamp_burnout,high,29,at_risk
P5095,podium,CLASSROOM382,classroom,2021-07-26,37,32,False,1.0,4.98,4424.3,198,6,0.571,31.68,0.8,0.8,41.3,186.71,41.73,35.75,45.7,80.0,0.728,microphone_failure,critical,24,at_risk
P5096,podium,CLASSROOM810,classroom,2020-12-13,34,39,False,0.2,1.4,1145.08,10,5,0.236,29.15,0.8,0.8,25.64,145.93,74.73,21.08,18.85,80.0,0.136,microphone_failure,low,77,operational
P5097,projector,CLASSROOM876,classroom,2024-01-26,11,51,False,0.2,1.32,347.4,37,1,0.125,31.78,2.0,0.3,43.83,341.34,83.96,16.25,25.01,30.0,0.25,lamp_burnout,medium,67,operational
A5098,air_conditioner,SEMINAR954,seminar_room,2020-10-01,54,10,False,1.0,8.31,10768.55,2,9,0.63,28.15,1.5,0.4,45.54,2260.57,36.04,38.79,94.51,40.0,0.358,thermostat_malfunction,medium,57,operational
P5099,projector,LAB732,lab,2021-01-22,37,6,False,1.0,7.06,6272.92,36,6,0.725,26.77,2.0,0.3,57.04,390.1,26.73,40.61,145.0,30.0,0.59,lamp_burnout,high,36,at_risk
P5100,projector,CLASSROOM592,classroom,2021-01-22,41,23,False,1.0,6.03,5938.33,237,6,0.9,29.33,0.8,0.8,59.95,411.97,9.87,45.35,71.99,80.0,0.66,overheating,high,30,at_risk
A5101,air_conditioner,SEMINAR330,seminar_room,2022-05-14,34,9,False,1.0,6.44,5254.26,165,5,0.437,27.47,1.5,0.4,37.92,2186.18,54.62,26.32,65.52,40.0,0.475,filter_clog,high,47,operational
A5102,air_conditioner,LECTURE448,lecture_hall,2021-01-02,42,24,False,1.0,2.38,2403.54,46,7,0.316,29.78,0.8,0.8,39.94,2388.86,67.6,24.02,25.25,80.0,0.354,electrical_fault,medium,58,operational
A5103,air_conditioner,CLASSROOM257,classroom,2021-05-04,33,3,False,1.0,2.31,1829.36,284,5,0.384,27.27,2.0,0.3,39.04,2253.17,60.6,20.03,76.75,30.0,0.454,filter_clog,high,49,operational
P5104,podium,LECTURE598,lecture_hall,2022-02-18,29,27,False,1.0,10.87,7563.34,234,4,0.718,29.25,0.8,0.8,45.75,182.05,27.03,38.98,57.45,80.0,0.787,microphone_failure,critical,19,at_risk
P5105,projector,CLASSROOM103,classroom,2020-03-06,46,50,False,0.2,0.79,877.67,122,7,0.439,26.29,2.0,0.3,51.45,341.71,55.96,28.29,87.74,30.0,0.475,connectivity_loss,high,47,operational
P5106,projector,LECTURE729,lecture_hall,2022-08-25,19,11,False,1.0,9.45,4311.36,80,3,0.543,26.08,1.5,0.4,56.17,353.72,44.36,32.3,81.48,40.0,0.517,color_degradation,high,43,at_risk
A5107,air_conditioner,LECTURE460,lecture_hall,2021-12-09,33,34,False,1.0,9.3,7368.72,173,5,0.507,29.39,0.8,0.8,48.05,2468.82,47.23,29.04,40.54,80.0,0.503,thermostat_malfunction,high,44,at_risk
P5108,podium,CLASSROOM558,classroom,2020-06-07,45,7,False,1.0,9.46,10212.93,196,7,0.888,29.6,2.0,0.3,50.81,195.33,10.65,50.46,177.67,30.0,0.855,control_panel_malfunction,critical,13,at_risk
P5109,projector,SEMINAR799,seminar_room,2020-07-05,53,46,False,0.2,2.13,2705.64,11,8,0.503,27.7,1.5,0.4,52.86,331.63,48.15,32.6,75.4,40.0,0.362,connectivity_loss,medium,57,operational
A5110,air_conditioner,CLASSROOM603,classroom,2024-09-25,3,52,False,0.2,0.87,62.81,28,1,0.033,29.61,2.0,0.3,31.46,1930.44,92.65,7.25,6.53,30.0,0.091,no_failure,low,331,operational
A5111,air_conditioner,CLASSROOM289,classroom,2023-08-24,10,25,False,1.0,7.99,1917.95,83,1,0.16,30.59,0.8,0.8,37.9,2191.69,80.88,17.62,12.8,80.0,0.364,compressor_failure,medium,57,operational
P5112,projector,CLASSROOM937,classroom,2022-02-02,39,16,True,1.0,6.97,6526.12,44,6,0.744,26.17,1.5,0.4,50.68,384.76,25.21,37.45,111.58,40.0,0.698,overheating,high,27,at_risk
P5113,podium,CLASSROOM907,classroom,2020-03-08,50,16,True,1.0,7.64,9163.95,119,8,0.807,29.94,1.5,0.4,47.94,204.91,18.78,49.72,121.1,40.0,0.923,speaker_distortion,critical,6,at_risk
A5114,air_conditioner,LAB312,lab,2024-12-11,6,24,False,1.0,11.7,1685.51,173,1,0.182,27.8,0.8,0.8,34.74,1959.26,79.63,12.15,14.58,80.0,0.273,thermostat_malfunction,medium,65,operational
P5115,projector,CLASSROOM864,classroom,2021-01-31,36,3,False,1.0,2.05,1770.27,299,6,0.528,31.46,2.0,0.3,40.54,321.06,47.12,27.66,105.5,30.0,0.411,color_degradation,high,53,operational
A5116,air_conditioner,CLASSROOM313,classroom,2020-01-01,49,2,False,1.0,8.57,10080.26,244,8,0.717,30.19,2.0,0.3,44.88,2409.3,27.19,39.19,143.31,30.0,0.587,filter_clog,high,37,at_risk
P5117,projector,CLASSROOM299,classroom,2022-10-16,24,40,False,0.2,1.17,675.87,64,4,0.247,30.35,0.8,0.8,47.11,321.83,74.31,15.18,19.79,80.0,0.399,connectivity_loss,medium,54,operational
P5118,projector,LAB787,lab,2023-11-25,14,3,False,1.0,6.95,2334.82,111,2,0.388,27.77,2.0,0.3,58.6,341.52,59.53,24.06,77.58,30.0,0.455,overheating,high,49,operational
P5119,podium,LAB204,lab,2020-08-29,50,41,False,0.2,0.74,884.23,289,8,0.494,29.86,0.8,0.8,32.71,162.93,48.31,28.47,39.54,80.0,0.498,speaker_distortion,high,45,operational
